Index  Elem    Ion     Freq(ev)    Wavelength(A)
 8951   Ni       XV  1.204900E+02  1.029000E+02
 8952   Ca     VIII  1.203731E+02  1.030000E+02
 8953   Fe     VIII  1.202563E+02  1.031000E+02
 8954   Ne        V  1.202563E+02  1.031000E+02
 8955   Ne        V  1.201398E+02  1.032000E+02
 8956   Co       XI  1.200235E+02  1.033000E+02
 8957   Ca      VII  1.200235E+02  1.033000E+02
 8958   Cr        V  1.200235E+02  1.033000E+02
 8959   Co      XII  1.200235E+02  1.033000E+02
 8960   Zn      XXI  1.200235E+02  1.033000E+02
 8961   Co      XII  1.200235E+02  1.033000E+02
 8962   Mn      XII  1.200235E+02  1.033000E+02
 8963   Co       XI  1.200235E+02  1.033000E+02
 8964   Co      XII  1.200235E+02  1.033000E+02
 8965   Mn      XII  1.200235E+02  1.033000E+02
 8966   F         V  1.200235E+02  1.033000E+02
 8967   Co       XI  1.200235E+02  1.033000E+02
 8968   Ca      VII  1.199074E+02  1.034000E+02
 8969   Ca      VII  1.197915E+02  1.035000E+02
 8970   F      VIII  1.197915E+02  1.035000E+02
 8971   Ni    XXIII  1.196759E+02  1.036000E+02
 8972   Al       VI  1.195605E+02  1.037000E+02
 8973   Na       VI  1.195605E+02  1.037000E+02
 8974   Cu      XIX  1.195605E+02  1.037000E+02
 8975   Fe      VII  1.194453E+02  1.038000E+02
 8976   Fe    XVIII  1.194453E+02  1.038000E+02
 8977   Fe      VII  1.194453E+02  1.038000E+02
 8978   Fe    XVIII  1.194453E+02  1.038000E+02
 8979   Fe      VII  1.194453E+02  1.038000E+02
 8980   Mn       VI  1.194453E+02  1.038000E+02
 8981   Ca      VII  1.193304E+02  1.039000E+02
 8982   Fe      VII  1.192156E+02  1.040000E+02
 8983   Al        V  1.192156E+02  1.040000E+02
 8984   Ca      VII  1.192156E+02  1.040000E+02
 8985   Ne        V  1.191011E+02  1.041000E+02
 8986   Mg       XI  1.191011E+02  1.041000E+02
 8987   Mg        V  1.191011E+02  1.041000E+02
 8988   Mg       XI  1.191011E+02  1.041000E+02
 8989   Ne        V  1.191011E+02  1.041000E+02
 8990   Mg        V  1.191011E+02  1.041000E+02
 8991   Co       XX  1.189868E+02  1.042000E+02
 8992   Al        V  1.189868E+02  1.042000E+02
 8993   Cr       VI  1.189868E+02  1.042000E+02
 8994   Ca      VII  1.189868E+02  1.042000E+02
 8995   Sc      XIX  1.189868E+02  1.042000E+02
 8996   Co     XIII  1.189868E+02  1.042000E+02
 8997   Al       IV  1.189868E+02  1.042000E+02
 8998   Co     XIII  1.189868E+02  1.042000E+02
 8999   Co       XX  1.189868E+02  1.042000E+02
 9000   Co     XIII  1.189868E+02  1.042000E+02
 9001   Co       XX  1.189868E+02  1.042000E+02
 9002   Al        V  1.188727E+02  1.043000E+02
 9003   P        II  1.187589E+02  1.044000E+02
 9004   Co    XXIII  1.187589E+02  1.044000E+02
 9005   Be      III  1.186452E+02  1.045000E+02
 9006   Mg       XI  1.186452E+02  1.045000E+02
 9007   Cr        X  1.186452E+02  1.045000E+02
 9008   Mg       XI  1.186452E+02  1.045000E+02
 9009   Co      XII  1.186452E+02  1.045000E+02
 9010   Cr        X  1.186452E+02  1.045000E+02
 9011   Al       IV  1.186452E+02  1.045000E+02
 9012   Ca     VIII  1.186452E+02  1.045000E+02
 9013   Co      XII  1.186452E+02  1.045000E+02
 9014   Cr        X  1.186452E+02  1.045000E+02
 9015   Ni      XVI  1.185318E+02  1.046000E+02
 9016   Cu       XX  1.185318E+02  1.046000E+02
 9017   Ni      XVI  1.185318E+02  1.046000E+02
 9018   Cu       XX  1.185318E+02  1.046000E+02
 9019   Fe     XIII  1.184186E+02  1.047000E+02
 9020   Al       IV  1.184186E+02  1.047000E+02
 9021   F         V  1.184186E+02  1.047000E+02
 9022   Zn       VI  1.184186E+02  1.047000E+02
 9023   Fe      VII  1.183056E+02  1.048000E+02
 9024   Ne        V  1.183056E+02  1.048000E+02
 9025   Ca     VIII  1.183056E+02  1.048000E+02
 9026   Ca      VII  1.181928E+02  1.049000E+02
 9027   Na        V  1.181928E+02  1.049000E+02
 9028   Fe     VIII  1.181928E+02  1.049000E+02
 9029   F      VIII  1.181928E+02  1.049000E+02
 9030   Fe      VII  1.181928E+02  1.049000E+02
 9031   F        VI  1.180802E+02  1.050000E+02
 9032   Mn       XV  1.180802E+02  1.050000E+02
 9033   Zn     VIII  1.179679E+02  1.051000E+02
 9034   Al       IV  1.179679E+02  1.051000E+02
 9035   Zn     VIII  1.179679E+02  1.051000E+02
 9036   Mn     XIII  1.179679E+02  1.051000E+02
 9037   Zn     VIII  1.179679E+02  1.051000E+02
 9038   Mn     XIII  1.179679E+02  1.051000E+02
 9039   Zn     VIII  1.179679E+02  1.051000E+02
 9040   Mn     XIII  1.179679E+02  1.051000E+02
 9041   Zn     VIII  1.179679E+02  1.051000E+02
 9042   Cr      VII  1.179679E+02  1.051000E+02
 9043   Mg       XI  1.179679E+02  1.051000E+02
 9044   Zn     VIII  1.179679E+02  1.051000E+02
 9045   Fe      VII  1.178557E+02  1.052000E+02
 9046   Mn       XX  1.178557E+02  1.052000E+02
 9047   P        II  1.178557E+02  1.052000E+02
 9048   Fe      VII  1.178557E+02  1.052000E+02
 9049   Ne        V  1.178557E+02  1.052000E+02
 9050   Al       IV  1.177438E+02  1.053000E+02
 9051   Li      III  1.176321E+02  1.054000E+02
 9052   Na      VII  1.176321E+02  1.054000E+02
 9053   Ni     XVII  1.175206E+02  1.055000E+02
 9054   Na       XI  1.172982E+02  1.057000E+02
 9055   Si     XIII  1.172982E+02  1.057000E+02
 9056   Na       XI  1.172982E+02  1.057000E+02
 9057   Mg       XI  1.171874E+02  1.058000E+02
 9058   Mg       XI  1.170767E+02  1.059000E+02
 9059   Ca      VII  1.170767E+02  1.059000E+02
 9060   Cr       IX  1.169663E+02  1.060000E+02
 9061   Fe     VIII  1.169663E+02  1.060000E+02
 9062   Cr       IX  1.169663E+02  1.060000E+02
 9063   Cr     VIII  1.169663E+02  1.060000E+02
 9064   Fe    XVIII  1.169663E+02  1.060000E+02
 9065   Ca       IX  1.169663E+02  1.060000E+02
 9066   Mn      XIV  1.169663E+02  1.060000E+02
 9067   Zn      VII  1.169663E+02  1.060000E+02
 9068   Co      XIV  1.169663E+02  1.060000E+02
 9069   Cr     VIII  1.169663E+02  1.060000E+02
 9070   Mn      XIV  1.169663E+02  1.060000E+02
 9071   Cr       IX  1.169663E+02  1.060000E+02
 9072   Mn      XIV  1.169663E+02  1.060000E+02
 9073   Al       IV  1.169663E+02  1.060000E+02
 9074   Zn      VII  1.169663E+02  1.060000E+02
 9075   Co      XIV  1.169663E+02  1.060000E+02
 9076   Cr     VIII  1.169663E+02  1.060000E+02
 9077   Fe     VIII  1.168560E+02  1.061000E+02
 9078   Na        V  1.168560E+02  1.061000E+02
 9079   Mg       XI  1.167460E+02  1.062000E+02
 9080   Ne        V  1.166362E+02  1.063000E+02
 9081   Al       IV  1.166362E+02  1.063000E+02
 9082   Mg       XI  1.166362E+02  1.063000E+02
 9083   Ni    XVIII  1.165265E+02  1.064000E+02
 9084   Ti      XVI  1.165265E+02  1.064000E+02
 9085   Ni    XVIII  1.165265E+02  1.064000E+02
 9086   Ne        V  1.164171E+02  1.065000E+02
 9087   Ca     VIII  1.164171E+02  1.065000E+02
 9088   Ne        V  1.164171E+02  1.065000E+02
 9089   Fe       XI  1.163079E+02  1.066000E+02
 9090   Fe        X  1.163079E+02  1.066000E+02
 9091   Fe       XI  1.163079E+02  1.066000E+02
 9092   Fe      XIV  1.163079E+02  1.066000E+02
 9093   Fe       XI  1.163079E+02  1.066000E+02
 9094   Fe        X  1.163079E+02  1.066000E+02
 9095   Fe      VII  1.163079E+02  1.066000E+02
 9096   Ar      VII  1.161989E+02  1.067000E+02
 9097   Fe      VII  1.161989E+02  1.067000E+02
 9098   Mg       XI  1.161989E+02  1.067000E+02
 9099   Ca     VIII  1.160901E+02  1.068000E+02
 9100   Cr      XVI  1.159815E+02  1.069000E+02
 9101   Cr        X  1.159815E+02  1.069000E+02
 9102   Mn       XV  1.159815E+02  1.069000E+02
 9103   Cr      XVI  1.159815E+02  1.069000E+02
 9104   Mn       XV  1.159815E+02  1.069000E+02
 9105   Cr        X  1.159815E+02  1.069000E+02
 9106   Ca      VII  1.158731E+02  1.070000E+02
 9107   Fe     VIII  1.158731E+02  1.070000E+02
 9108   Fe      VII  1.156569E+02  1.072000E+02
 9109   V       VII  1.156569E+02  1.072000E+02
 9110   Fe      VII  1.156569E+02  1.072000E+02
 9111   Na       VI  1.156569E+02  1.072000E+02
 9112   F         V  1.156569E+02  1.072000E+02
 9113   V       VII  1.156569E+02  1.072000E+02
 9114   Al       IV  1.156569E+02  1.072000E+02
 9115   Fe      VII  1.156569E+02  1.072000E+02
 9116   Ni      XIX  1.155492E+02  1.073000E+02
 9117   Fe      VII  1.155492E+02  1.073000E+02
 9118   Ni      XIX  1.155492E+02  1.073000E+02
 9119   Ar     VIII  1.154416E+02  1.074000E+02
 9120   Fe      XII  1.153342E+02  1.075000E+02
 9121   Ne        V  1.152270E+02  1.076000E+02
 9122   Ca      VII  1.152270E+02  1.076000E+02
 9123   Mn       VI  1.151200E+02  1.077000E+02
 9124   Co       XV  1.151200E+02  1.077000E+02
 9125   Na       VI  1.151200E+02  1.077000E+02
 9126   Mn      XVI  1.150132E+02  1.078000E+02
 9127   Al       IV  1.150132E+02  1.078000E+02
 9128   V        II  1.150132E+02  1.078000E+02
 9129   Mn      XVI  1.150132E+02  1.078000E+02
 9130   Cu       XX  1.150132E+02  1.078000E+02
 9131   Li      III  1.148002E+02  1.080000E+02
 9132   Al        V  1.148002E+02  1.080000E+02
 9133   Ne        V  1.148002E+02  1.080000E+02
 9134   V       VII  1.146940E+02  1.081000E+02
 9135   Al        V  1.146940E+02  1.081000E+02
 9136   Zn        V  1.145880E+02  1.082000E+02
 9137   Si     XIII  1.144822E+02  1.083000E+02
 9138   Sc     XVII  1.144822E+02  1.083000E+02
 9139   Ar      VII  1.144822E+02  1.083000E+02
 9140   Zn       VI  1.143766E+02  1.084000E+02
 9141   Ne        V  1.142712E+02  1.085000E+02
 9142   Fe      VII  1.141660E+02  1.086000E+02
 9143   Si     XIII  1.141660E+02  1.086000E+02
 9144   Fe      VII  1.141660E+02  1.086000E+02
 9145   Mn      VII  1.141660E+02  1.086000E+02
 9146   Ca      VII  1.141660E+02  1.086000E+02
 9147   Co      XVI  1.140609E+02  1.087000E+02
 9148   Ar      VII  1.139561E+02  1.088000E+02
 9149   Cr       XI  1.139561E+02  1.088000E+02
 9150   V        IV  1.139561E+02  1.088000E+02
 9151   Cr       XI  1.139561E+02  1.088000E+02
 9152   Co    XXIII  1.138515E+02  1.089000E+02
 9153   F         V  1.138515E+02  1.089000E+02
 9154   Al       VI  1.136428E+02  1.091000E+02
 9155   Ca      VII  1.135387E+02  1.092000E+02
 9156   Si     XIII  1.133311E+02  1.094000E+02
 9157   Fe     XIII  1.133311E+02  1.094000E+02
 9158   Cr      XVI  1.133311E+02  1.094000E+02
 9159   Al       IV  1.133311E+02  1.094000E+02
 9160   Fe     XIII  1.133311E+02  1.094000E+02
 9161   Mn     VIII  1.132276E+02  1.095000E+02
 9162   Fe     VIII  1.132276E+02  1.095000E+02
 9163   Sc     VIII  1.132276E+02  1.095000E+02
 9164   Sc       IX  1.132276E+02  1.095000E+02
 9165   Sc     VIII  1.132276E+02  1.095000E+02
 9166   Si     XIII  1.132276E+02  1.095000E+02
 9167   Mn     VIII  1.132276E+02  1.095000E+02
 9168   Sc     VIII  1.132276E+02  1.095000E+02
 9169   Zn      XIV  1.131243E+02  1.096000E+02
 9170   Co     XVII  1.131243E+02  1.096000E+02
 9171   Fe      VII  1.131243E+02  1.096000E+02
 9172   Ne       VI  1.131243E+02  1.096000E+02
 9173   Ca      VII  1.131243E+02  1.096000E+02
 9174   Co     XVII  1.131243E+02  1.096000E+02
 9175   Ca      VII  1.131243E+02  1.096000E+02
 9176   Co     XVII  1.131243E+02  1.096000E+02
 9177   Zn      XIV  1.131243E+02  1.096000E+02
 9178   Ni     VIII  1.130212E+02  1.097000E+02
 9179   Ca    XVIII  1.130212E+02  1.097000E+02
 9180   Ni     VIII  1.130212E+02  1.097000E+02
 9181   Fe      XIX  1.130212E+02  1.097000E+02
 9182   Ni     VIII  1.130212E+02  1.097000E+02
 9183   V         V  1.130212E+02  1.097000E+02
 9184   Fe      XIX  1.130212E+02  1.097000E+02
 9185   Ni     VIII  1.130212E+02  1.097000E+02
 9186   Fe      XIX  1.130212E+02  1.097000E+02
 9187   Ni     VIII  1.130212E+02  1.097000E+02
 9188   Fe      XIX  1.130212E+02  1.097000E+02
 9189   Ni     VIII  1.130212E+02  1.097000E+02
 9190   Mg        V  1.129183E+02  1.098000E+02
 9191   Fe      XXI  1.129183E+02  1.098000E+02
 9192   Ne        V  1.128155E+02  1.099000E+02
 9193   Ca     VIII  1.126106E+02  1.101000E+02
 9194   N        VI  1.125084E+02  1.102000E+02
 9195   Mn     XVII  1.125084E+02  1.102000E+02
 9196   Fe      VII  1.124064E+02  1.103000E+02
 9197   Al       IV  1.124064E+02  1.103000E+02
 9198   Fe      VII  1.124064E+02  1.103000E+02
 9199   Mn        X  1.123046E+02  1.104000E+02
 9200   Ca      VII  1.123046E+02  1.104000E+02
 9201   Mn        X  1.123046E+02  1.104000E+02
 9202   Ca      VII  1.122029E+02  1.105000E+02
 9203   Mn       IX  1.122029E+02  1.105000E+02
 9204   Fe      VII  1.122029E+02  1.105000E+02
 9205   Mn       IX  1.122029E+02  1.105000E+02
 9206   Ne        V  1.121015E+02  1.106000E+02
 9207   Co    XVIII  1.121015E+02  1.106000E+02
 9208   Ne        V  1.121015E+02  1.106000E+02
 9209   Co    XVIII  1.121015E+02  1.106000E+02
 9210   Si     XIII  1.121015E+02  1.106000E+02
 9211   Co    XVIII  1.121015E+02  1.106000E+02
 9212   Al     XIII  1.120002E+02  1.107000E+02
 9213   Cr      XII  1.120002E+02  1.107000E+02
 9214   Zn      XIX  1.120002E+02  1.107000E+02
 9215   Al     XIII  1.120002E+02  1.107000E+02
 9216   Zn      XIX  1.120002E+02  1.107000E+02
 9217   Cr      XII  1.120002E+02  1.107000E+02
 9218   V        VI  1.120002E+02  1.107000E+02
 9219   Cr      XII  1.120002E+02  1.107000E+02
 9220   Si     XIII  1.120002E+02  1.107000E+02
 9221   Zn     XXIV  1.120002E+02  1.107000E+02
 9222   Co     XXII  1.118991E+02  1.108000E+02
 9223   Mg        V  1.118991E+02  1.108000E+02
 9224   Ne        V  1.118991E+02  1.108000E+02
 9225   Si     XIII  1.118991E+02  1.108000E+02
 9226   Ar      VII  1.117982E+02  1.109000E+02
 9227   Fe     XXII  1.116975E+02  1.110000E+02
 9228   Ni     XXII  1.115970E+02  1.111000E+02
 9229   Ar      VII  1.115970E+02  1.111000E+02
 9230   Si     XIII  1.115970E+02  1.111000E+02
 9231   Mg        V  1.114966E+02  1.112000E+02
 9232   Mg       VI  1.114966E+02  1.112000E+02
 9233   Fe      XIV  1.113964E+02  1.113000E+02
 9234   Cr      XIX  1.113964E+02  1.113000E+02
 9235   Fe      XIV  1.113964E+02  1.113000E+02
 9236   Ca     VIII  1.112964E+02  1.114000E+02
 9237   Mn       XI  1.112964E+02  1.114000E+02
 9238   Ne        V  1.112964E+02  1.114000E+02
 9239   Ne       VI  1.112964E+02  1.114000E+02
 9240   Mn       XI  1.112964E+02  1.114000E+02
 9241   Si     XIII  1.112964E+02  1.114000E+02
 9242   Mn       XI  1.112964E+02  1.114000E+02
 9243   Fe     VIII  1.111966E+02  1.115000E+02
 9244   Mg       IV  1.111966E+02  1.115000E+02
 9245   V       VII  1.109975E+02  1.117000E+02
 9246   K       XIX  1.109975E+02  1.117000E+02
 9247   V      VIII  1.109975E+02  1.117000E+02
 9248   K       XIX  1.109975E+02  1.117000E+02
 9249   Cr     XIII  1.109975E+02  1.117000E+02
 9250   K       XIX  1.109975E+02  1.117000E+02
 9251   Na        V  1.109975E+02  1.117000E+02
 9252   F         V  1.109975E+02  1.117000E+02
 9253   Cr     XIII  1.109975E+02  1.117000E+02
 9254   V       VII  1.109975E+02  1.117000E+02
 9255   Si     XIII  1.108982E+02  1.118000E+02
 9256   Mg       IV  1.108982E+02  1.118000E+02
 9257   Fe       XI  1.107991E+02  1.119000E+02
 9258   Ca        X  1.107002E+02  1.120000E+02
 9259   Mg       IV  1.107002E+02  1.120000E+02
 9260   Ca     VIII  1.106015E+02  1.121000E+02
 9261   Zn        V  1.106015E+02  1.121000E+02
 9262   Ne        V  1.106015E+02  1.121000E+02
 9263   Zn        V  1.106015E+02  1.121000E+02
 9264   F         V  1.105029E+02  1.122000E+02
 9265   Fe       XV  1.104045E+02  1.123000E+02
 9266   Cu      VII  1.104045E+02  1.123000E+02
 9267   Fe       XV  1.104045E+02  1.123000E+02
 9268   Cr      XIV  1.104045E+02  1.123000E+02
 9269   Cu      VII  1.104045E+02  1.123000E+02
 9270   Si     XIII  1.102082E+02  1.125000E+02
 9271   F         V  1.102082E+02  1.125000E+02
 9272   Zn       IX  1.101103E+02  1.126000E+02
 9273   O         V  1.101103E+02  1.126000E+02
 9274   Zn       IX  1.101103E+02  1.126000E+02
 9275   V        IX  1.100126E+02  1.127000E+02
 9276   Cr      XIV  1.100126E+02  1.127000E+02
 9277   V        IX  1.100126E+02  1.127000E+02
 9278   Cr      XIV  1.100126E+02  1.127000E+02
 9279   Cr       VI  1.100126E+02  1.127000E+02
 9280   V        IX  1.100126E+02  1.127000E+02
 9281   Ne        V  1.099151E+02  1.128000E+02
 9282   Mg       IV  1.099151E+02  1.128000E+02
 9283   F        VI  1.097206E+02  1.130000E+02
 9284   Ca      VII  1.097206E+02  1.130000E+02
 9285   F         V  1.096236E+02  1.131000E+02
 9286   F       VII  1.095267E+02  1.132000E+02
 9287   Fe      XVI  1.094300E+02  1.133000E+02
 9288   Mn      XII  1.093335E+02  1.134000E+02
 9289   F         V  1.093335E+02  1.134000E+02
 9290   O         V  1.093335E+02  1.134000E+02
 9291   Mn      XII  1.093335E+02  1.134000E+02
 9292   Al       IV  1.093335E+02  1.134000E+02
 9293   Mn      XII  1.093335E+02  1.134000E+02
 9294   F         V  1.093335E+02  1.134000E+02
 9295   Sc       XV  1.093335E+02  1.134000E+02
 9296   Zn        X  1.091411E+02  1.136000E+02
 9297   Ca     VIII  1.091411E+02  1.136000E+02
 9298   Zn        X  1.091411E+02  1.136000E+02
 9299   Ne        V  1.090451E+02  1.137000E+02
 9300   Cr      VII  1.090451E+02  1.137000E+02
 9301   Cr       XV  1.090451E+02  1.137000E+02
 9302   Mg        V  1.090451E+02  1.137000E+02
 9303   Ni      XIX  1.090451E+02  1.137000E+02
 9304   Cr       XV  1.090451E+02  1.137000E+02
 9305   Ca      VII  1.088536E+02  1.139000E+02
 9306   Zn      XIV  1.088536E+02  1.139000E+02
 9307   Li      III  1.088536E+02  1.139000E+02
 9308   Mg       IV  1.088536E+02  1.139000E+02
 9309   Zn      XIV  1.088536E+02  1.139000E+02
 9310   V        XV  1.086628E+02  1.141000E+02
 9311   Mg        V  1.086628E+02  1.141000E+02
 9312   V        XV  1.086628E+02  1.141000E+02
 9313   Fe     XVII  1.084727E+02  1.143000E+02
 9314   Fe      VII  1.084727E+02  1.143000E+02
 9315   F         V  1.084727E+02  1.143000E+02
 9316   Fe      VII  1.084727E+02  1.143000E+02
 9317   Ca      VII  1.084727E+02  1.143000E+02
 9318   Fe     XVII  1.084727E+02  1.143000E+02
 9319   F         V  1.084727E+02  1.143000E+02
 9320   V        IX  1.081887E+02  1.146000E+02
 9321   O         V  1.081887E+02  1.146000E+02
 9322   V        IX  1.081887E+02  1.146000E+02
 9323   Ne       VI  1.081887E+02  1.146000E+02
 9324   F         V  1.081887E+02  1.146000E+02
 9325   V        IX  1.081887E+02  1.146000E+02
 9326   Fe      VII  1.081887E+02  1.146000E+02
 9327   V        IX  1.081887E+02  1.146000E+02
 9328   F         V  1.080944E+02  1.147000E+02
 9329   Cr       VI  1.080944E+02  1.147000E+02
 9330   Cr       IX  1.080002E+02  1.148000E+02
 9331   Ti       II  1.080002E+02  1.148000E+02
 9332   Ar      VII  1.080002E+02  1.148000E+02
 9333   Cr       IX  1.080002E+02  1.148000E+02
 9334   Cr     VIII  1.080002E+02  1.148000E+02
 9335   V         X  1.080002E+02  1.148000E+02
 9336   Mg        V  1.080002E+02  1.148000E+02
 9337   V         X  1.080002E+02  1.148000E+02
 9338   Cr       IX  1.080002E+02  1.148000E+02
 9339   Cr     VIII  1.080002E+02  1.148000E+02
 9340   V         X  1.080002E+02  1.148000E+02
 9341   Ca      VII  1.076252E+02  1.152000E+02
 9342   Ca      XVI  1.075319E+02  1.153000E+02
 9343   Fe      VII  1.075319E+02  1.153000E+02
 9344   Cu       VI  1.075319E+02  1.153000E+02
 9345   Mn     XIII  1.074387E+02  1.154000E+02
 9346   Al       IV  1.074387E+02  1.154000E+02
 9347   Mn     XIII  1.074387E+02  1.154000E+02
 9348   Cr      XVI  1.073457E+02  1.155000E+02
 9349   Fe      VII  1.072528E+02  1.156000E+02
 9350   Mg       IV  1.072528E+02  1.156000E+02
 9351   Fe      VII  1.070676E+02  1.158000E+02
 9352   Cr        X  1.070676E+02  1.158000E+02
 9353   Cu      VII  1.069752E+02  1.159000E+02
 9354   Cu    XVIII  1.069752E+02  1.159000E+02
 9355   Cu      VII  1.069752E+02  1.159000E+02
 9356   Cu    XXIII  1.069752E+02  1.159000E+02
 9357   Cu      VII  1.069752E+02  1.159000E+02
 9358   Ti       IV  1.069752E+02  1.159000E+02
 9359   Cu      VII  1.069752E+02  1.159000E+02
 9360   Ti      III  1.069752E+02  1.159000E+02
 9361   Cu      VII  1.069752E+02  1.159000E+02
 9362   Mg       IV  1.068830E+02  1.160000E+02
 9363   Mn    XVIII  1.068830E+02  1.160000E+02
 9364   Mg       IV  1.068830E+02  1.160000E+02
 9365   Ca      VII  1.068830E+02  1.160000E+02
 9366   K      XVII  1.068830E+02  1.160000E+02
